key,board,summary,description,acceptance_criteria,status,assignee,reporter,priority,issue_type,created,closed,labels,components,sprint,sprint_state,sprint_start_date,sprint_end_date,story_points,epic_id,employee_type,requested_by,fix_versions
TES-4-22,TES2,TASK 351 for TES2,Description for Task 351 in TES2,Acceptance criteria for issue type Task in TES2 with issue key TES-4-22,Done,Rachin,Smrithi,Medium,Task,2025-04-05,2025-03-21,['bugfix'],['API'],Sprint 6,Completed,2025-03-12,2025-03-25,1,TES-4,FTC,CTB,TES2-8786
DIS-3-17,CDF,TASK 352 for CDF,Description for Task 352 in CDF,Acceptance criteria for issue type Defect in CDF with issue key DIS-3-17,Done,Hari,Tony,Medium,Defect,2025-03-23,2025-02-18,[],['Auth Service'],Sprint 4,Completed,2025-02-11,2025-02-24,1,DIS-3,FTE,RTB,CDF1-8785
APS-3-24,APS2,TASK 353 for APS2,Description for Task 353 in APS2,Acceptance criteria for issue type Task in APS2 with issue key APS-3-24,Done,Vikram,Bhuvi,High,Task,2025-03-27,2025-03-18,['frontend'],['Payment Service'],Sprint 6,Completed,2025-03-12,2025-03-25,2,APS-3,FTC,RTB,APS2-8784
TES-1-32,TES1,TASK 354 for TES1,Description for Task 354 in TES1,Acceptance criteria for issue type Story in TES1 with issue key TES-1-32,Done,David,Ishan,High,Story,2025-03-28,2025-02-06,['frontend'],['Auth Service'],Sprint 3,Completed,2025-01-28,2025-02-10,3,TES-1,FTC,CTB,TES1-8784
TES-2-33,TES1,TASK 355 for TES1,Description for Task 355 in TES1,Acceptance criteria for issue type Defect in TES1 with issue key TES-2-33,Done,David,Ishan,Medium,Defect,2025-03-19,2025-01-01,['UI'],['UI'],Sprint 1,Completed,2025-01-01,2025-01-13,5,TES-2,FTC,RTB,TES1-8783
APS-2-38,APS1,TASK 356 for APS1,Description for Task 356 in APS1,Acceptance criteria for issue type Task in APS1 with issue key APS-2-38,To Do,Nitish,Shreya,High,Task,2025-03-26,,['backend'],['Database'],Sprint 9,Future,2025-04-23,2025-05-06,1,APS-2,FTE,RTB,APS1-8785
APS-1-35,APS1,TASK 357 for APS1,Description for Task 357 in APS1,Acceptance criteria for issue type Defect in APS1 with issue key APS-1-35,Done,Noor,Shreya,Critical,Defect,2025-03-29,2025-01-09,['UI'],['Payment Service'],Sprint 1,Completed,2025-01-01,2025-01-13,3,APS-1,FTE,CTB,APS1-8785
DIS-2-10,CDF,TASK 358 for CDF,Description for Task 358 in CDF,Acceptance criteria for issue type Task in CDF with issue key DIS-2-10,Done,Bob,Naruto,Low,Task,2025-04-05,2025-02-21,[],[],Sprint 4,Completed,2025-02-11,2025-02-24,1,DIS-2,FTC,CTB,CDF1-8785
DIS-3-18,CDF,TASK 359 for CDF,Description for Task 359 in CDF,Acceptance criteria for issue type Defect in CDF with issue key DIS-3-18,Done,Alice,Naruto,Medium,Defect,2025-03-24,2025-02-01,['UI'],[],Sprint 3,Completed,2025-01-28,2025-02-10,3,DIS-3,FTC,RTB,CDF1-8785
APS-4-35,APS2,TASK 360 for APS2,Description for Task 360 in APS2,Acceptance criteria for issue type Story in APS2 with issue key APS-4-35,Done,Ashwin,Bhuvi,Critical,Story,2025-03-20,2025-02-11,['enhancement'],['Auth Service'],Sprint 4,Completed,2025-02-11,2025-02-24,2,APS-4,FTC,CTB,APS2-8784
APS-3-25,APS2,TASK 361 for APS2,Description for Task 361 in APS2,Acceptance criteria for issue type Defect in APS2 with issue key APS-3-25,To Do,Dube,Ravi,High,Defect,2025-03-28,,['UI'],[],Sprint 10,Future,2025-05-07,2025-05-20,3,APS-3,FTE,RTB,APS2-8785
DIS-3-19,CDF,TASK 362 for CDF,Description for Task 362 in CDF,Acceptance criteria for issue type Task in CDF with issue key DIS-3-19,To Do,Apoorva,Tony,Medium,Task,2025-04-08,,['enhancement'],['UI'],Sprint 8,Active,2025-04-09,2025-04-22,2,DIS-3,FTE,RTB,CDF1-8786
APS-2-39,APS1,TASK 363 for APS1,Description for Task 363 in APS1,Acceptance criteria for issue type Defect in APS1 with issue key APS-2-39,Done,Nitish,Shreya,Critical,Defect,2025-03-28,2025-01-22,['frontend'],['UI'],Sprint 2,Completed,2025-01-14,2025-01-27,5,APS-2,FTE,RTB,APS1-8783
TES-2-34,TES1,TASK 364 for TES1,Description for Task 364 in TES1,Acceptance criteria for issue type Task in TES1 with issue key TES-2-34,To Do,Sai,Shubman,High,Task,2025-03-26,,['enhancement'],['API'],Sprint 9,Future,2025-04-23,2025-05-06,3,TES-2,FTE,RTB,TES1-8784
APS-4-36,APS2,TASK 365 for APS2,Description for Task 365 in APS2,Acceptance criteria for issue type Story in APS2 with issue key APS-4-36,Done,Ashwin,Bhuvi,Low,Story,2025-03-19,2025-03-07,['bugfix'],['Payment Service'],Sprint 5,Completed,2025-02-25,2025-03-11,2,APS-4,FTC,CTB,APS2-8783
DIS-4-19,CDF,TASK 366 for CDF,Description for Task 366 in CDF,Acceptance criteria for issue type Defect in CDF with issue key DIS-4-19,Done,Hari,Tony,Critical,Defect,2025-03-21,2025-01-02,['bugfix'],['Payment Service'],Sprint 1,Completed,2025-01-01,2025-01-13,2,DIS-4,FTE,CTB,CDF1-8785
APS-4-37,APS2,TASK 367 for APS2,Description for Task 367 in APS2,Acceptance criteria for issue type Story in APS2 with issue key APS-4-37,To Do,Ashwin,Ravi,High,Story,2025-03-25,,[],[],Sprint 8,Active,2025-04-09,2025-04-22,1,APS-4,FTC,CTB,APS2-8785
TES-1-33,TES1,TASK 368 for TES1,Description for Task 368 in TES1,Acceptance criteria for issue type Task in TES1 with issue key TES-1-33,To Do,Krithika,Ishan,High,Task,2025-03-25,,['UI'],['Payment Service'],Sprint 9,Future,2025-04-23,2025-05-06,3,TES-1,FTE,CTB,TES1-8783
TES-4-23,TES2,TASK 369 for TES2,Description for Task 369 in TES2,Acceptance criteria for issue type Defect in TES2 with issue key TES-4-23,In Progress,Seetha,Smrithi,Critical,Defect,2025-03-21,,['backend'],[],Sprint 8,Active,2025-04-09,2025-04-22,1,TES-4,FTC,CTB,TES2-8783
DIS-7-24,EBSNF,TASK 370 for EBSNF,Description for Task 370 in EBSNF,Acceptance criteria for issue type Story in EBSNF with issue key DIS-7-24,Done,Alok,Zoro,Low,Story,2025-03-29,2025-01-08,['enhancement'],['API'],Sprint 1,Completed,2025-01-01,2025-01-13,2,DIS-7,FTE,RTB,EBSNF1-8785
APS-4-38,APS2,TASK 371 for APS2,Description for Task 371 in APS2,Acceptance criteria for issue type Defect in APS2 with issue key APS-4-38,To Do,Vikram,Ravi,High,Defect,2025-04-04,,[],[],Sprint 8,Active,2025-04-09,2025-04-22,2,APS-4,FTC,CTB,APS2-8786
APS-4-39,APS2,TASK 372 for APS2,Description for Task 372 in APS2,Acceptance criteria for issue type Task in APS2 with issue key APS-4-39,Done,Ashwin,Bhuvi,Medium,Task,2025-04-06,2025-03-01,[],['UI'],Sprint 5,Completed,2025-02-25,2025-03-11,5,APS-4,FTC,CTB,APS2-8786
TES-3-29,TES2,TASK 373 for TES2,Description for Task 373 in TES2,Acceptance criteria for issue type Defect in TES2 with issue key TES-3-29,Done,Seetha,Pradeep,Critical,Defect,2025-04-11,2025-01-18,['bugfix'],['Payment Service'],Sprint 2,Completed,2025-01-14,2025-01-27,1,TES-3,FTC,RTB,TES2-8783
DIS-4-20,CDF,TASK 374 for CDF,Description for Task 374 in CDF,Acceptance criteria for issue type Task in CDF with issue key DIS-4-20,Done,Apoorva,Tony,High,Task,2025-03-28,2025-01-08,['backend'],['API'],Sprint 1,Completed,2025-01-01,2025-01-13,1,DIS-4,FTE,CTB,CDF1-8786
APS-4-40,APS2,TASK 375 for APS2,Description for Task 375 in APS2,Acceptance criteria for issue type Defect in APS2 with issue key APS-4-40,Done,Vikram,Ravi,Medium,Defect,2025-03-24,2025-03-10,['enhancement'],[],Sprint 5,Completed,2025-02-25,2025-03-11,5,APS-4,FTC,CTB,APS2-8786
DIS-3-20,CDF,TASK 376 for CDF,Description for Task 376 in CDF,Acceptance criteria for issue type Story in CDF with issue key DIS-3-20,Done,Apoorva,Tony,Critical,Story,2025-03-28,2025-02-02,['backend'],['Database'],Sprint 3,Completed,2025-01-28,2025-02-10,3,DIS-3,FTE,RTB,CDF1-8783
DIS-6-19,EBSNF,TASK 377 for EBSNF,Description for Task 377 in EBSNF,Acceptance criteria for issue type Defect in EBSNF with issue key DIS-6-19,Done,Pavithra,Zoro,High,Defect,2025-04-01,2025-03-19,[],[],Sprint 6,Completed,2025-03-12,2025-03-25,1,DIS-6,FTE,CTB,EBSNF1-8783
APS-3-26,APS2,TASK 378 for APS2,Description for Task 378 in APS2,Acceptance criteria for issue type Defect in APS2 with issue key APS-3-26,Done,Vikram,Bhuvi,Critical,Defect,2025-03-27,2025-01-10,[],[],Sprint 1,Completed,2025-01-01,2025-01-13,2,APS-3,FTC,RTB,APS2-8785
APS-3-27,APS2,TASK 379 for APS2,Description for Task 379 in APS2,Acceptance criteria for issue type Defect in APS2 with issue key APS-3-27,Done,Dube,Ravi,Medium,Defect,2025-03-26,2025-02-05,[],['UI'],Sprint 3,Completed,2025-01-28,2025-02-10,2,APS-3,FTE,RTB,APS2-8783
TES-3-30,TES2,TASK 380 for TES2,Description for Task 380 in TES2,Acceptance criteria for issue type Defect in TES2 with issue key TES-3-30,Done,Seetha,Smrithi,Low,Defect,2025-03-19,2025-02-07,['UI'],['UI'],Sprint 3,Completed,2025-01-28,2025-02-10,3,TES-3,FTC,RTB,TES2-8785
DIS-3-21,CDF,TASK 381 for CDF,Description for Task 381 in CDF,Acceptance criteria for issue type Story in CDF with issue key DIS-3-21,Done,Bob,Tony,Low,Story,2025-04-02,2025-01-22,['frontend'],['Auth Service'],Sprint 2,Completed,2025-01-14,2025-01-27,1,DIS-3,FTC,RTB,CDF1-8784
APS-3-28,APS2,TASK 382 for APS2,Description for Task 382 in APS2,Acceptance criteria for issue type Defect in APS2 with issue key APS-3-28,Done,Ashwin,Ravi,Low,Defect,2025-03-30,2025-01-26,['bugfix'],['UI'],Sprint 2,Completed,2025-01-14,2025-01-27,1,APS-3,FTC,RTB,APS2-8783
TES-3-31,TES2,TASK 383 for TES2,Description for Task 383 in TES2,Acceptance criteria for issue type Story in TES2 with issue key TES-3-31,To Do,Rachin,Pradeep,Low,Story,2025-03-29,,['frontend'],[],Sprint 10,Future,2025-05-07,2025-05-20,1,TES-3,FTC,RTB,TES2-8783
TES-4-24,TES2,TASK 384 for TES2,Description for Task 384 in TES2,Acceptance criteria for issue type Defect in TES2 with issue key TES-4-24,Done,Rasheed,Smrithi,High,Defect,2025-04-06,2025-04-04,[],['Payment Service'],Sprint 7,Completed,2025-03-26,2025-04-08,1,TES-4,FTE,CTB,TES2-8784
APS-1-36,APS1,TASK 385 for APS1,Description for Task 385 in APS1,Acceptance criteria for issue type Story in APS1 with issue key APS-1-36,Done,Khaleel,Madhu,Medium,Story,2025-04-10,2025-01-20,['enhancement'],['Auth Service'],Sprint 2,Completed,2025-01-14,2025-01-27,1,APS-1,FTC,CTB,APS1-8783
TES-1-34,TES1,TASK 386 for TES1,Description for Task 386 in TES1,Acceptance criteria for issue type Defect in TES1 with issue key TES-1-34,Done,Krithika,Shubman,Critical,Defect,2025-04-11,2025-01-03,['UI'],['Database'],Sprint 1,Completed,2025-01-01,2025-01-13,3,TES-1,FTE,CTB,TES1-8784
DIS-5-17,EBSNF,TASK 387 for EBSNF,Description for Task 387 in EBSNF,Acceptance criteria for issue type Story in EBSNF with issue key DIS-5-17,To Do,Apoorva,Zoro,Critical,Story,2025-03-17,,['bugfix'],[],Sprint 10,Future,2025-05-07,2025-05-20,1,DIS-5,FTE,RTB,EBSNF1-8785
TES-3-32,TES2,TASK 388 for TES2,Description for Task 388 in TES2,Acceptance criteria for issue type Story in TES2 with issue key TES-3-32,Done,Seetha,Smrithi,Critical,Story,2025-03-29,2025-02-20,['backend'],[],Sprint 4,Completed,2025-02-11,2025-02-24,5,TES-3,FTC,RTB,TES2-8786
APS-3-29,APS2,TASK 389 for APS2,Description for Task 389 in APS2,Acceptance criteria for issue type Defect in APS2 with issue key APS-3-29,Done,Ashwin,Bhuvi,Medium,Defect,2025-04-10,2025-03-13,[],[],Sprint 6,Completed,2025-03-12,2025-03-25,1,APS-3,FTC,RTB,APS2-8783
DIS-6-20,EBSNF,TASK 390 for EBSNF,Description for Task 390 in EBSNF,Acceptance criteria for issue type Story in EBSNF with issue key DIS-6-20,Done,Peter,Zoro,High,Story,2025-03-22,2025-01-12,['UI'],['Auth Service'],Sprint 1,Completed,2025-01-01,2025-01-13,1,DIS-6,FTC,CTB,EBSNF1-8784
APS-2-40,APS1,TASK 391 for APS1,Description for Task 391 in APS1,Acceptance criteria for issue type Task in APS1 with issue key APS-2-40,Done,Nitish,Madhu,Low,Task,2025-03-18,2025-03-01,['UI'],['UI'],Sprint 5,Completed,2025-02-25,2025-03-11,3,APS-2,FTE,RTB,APS1-8786
TES-1-35,TES1,TASK 392 for TES1,Description for Task 392 in TES1,Acceptance criteria for issue type Task in TES1 with issue key TES-1-35,Done,David,Ishan,Critical,Task,2025-03-19,2025-03-22,['backend'],['Database'],Sprint 6,Completed,2025-03-12,2025-03-25,1,TES-1,FTC,CTB,TES1-8783
APS-2-41,APS1,TASK 393 for APS1,Description for Task 393 in APS1,Acceptance criteria for issue type Task in APS1 with issue key APS-2-41,Done,Khaleel,Shreya,Critical,Task,2025-03-30,2025-01-18,[],['API'],Sprint 2,Completed,2025-01-14,2025-01-27,3,APS-2,FTC,RTB,APS1-8786
APS-2-42,APS1,TASK 394 for APS1,Description for Task 394 in APS1,Acceptance criteria for issue type Task in APS1 with issue key APS-2-42,To Do,Khaleel,Shreya,Low,Task,2025-03-29,,['UI'],['UI'],Sprint 10,Future,2025-05-07,2025-05-20,5,APS-2,FTC,RTB,APS1-8786
DIS-3-22,CDF,TASK 395 for CDF,Description for Task 395 in CDF,Acceptance criteria for issue type Story in CDF with issue key DIS-3-22,In Progress,Bob,Naruto,Low,Story,2025-04-01,,['enhancement'],['UI'],Sprint 8,Active,2025-04-09,2025-04-22,5,DIS-3,FTC,RTB,CDF1-8783
APS-1-37,APS1,TASK 396 for APS1,Description for Task 396 in APS1,Acceptance criteria for issue type Task in APS1 with issue key APS-1-37,Done,Khaleel,Shreya,Critical,Task,2025-03-24,2025-01-22,['UI'],[],Sprint 2,Completed,2025-01-14,2025-01-27,1,APS-1,FTC,CTB,APS1-8785
APS-3-30,APS2,TASK 397 for APS2,Description for Task 397 in APS2,Acceptance criteria for issue type Defect in APS2 with issue key APS-3-30,To Do,Dube,Bhuvi,Critical,Defect,2025-03-25,,['UI'],['Auth Service'],Sprint 9,Future,2025-04-23,2025-05-06,5,APS-3,FTE,RTB,APS2-8784
DIS-7-25,EBSNF,TASK 398 for EBSNF,Description for Task 398 in EBSNF,Acceptance criteria for issue type Story in EBSNF with issue key DIS-7-25,Done,Peter,Zoro,Critical,Story,2025-04-11,2025-01-03,['UI'],['Database'],Sprint 1,Completed,2025-01-01,2025-01-13,1,DIS-7,FTC,RTB,EBSNF1-8784
DIS-6-21,EBSNF,TASK 399 for EBSNF,Description for Task 399 in EBSNF,Acceptance criteria for issue type Defect in EBSNF with issue key DIS-6-21,Done,Alok,Hinata,High,Defect,2025-04-09,2025-03-24,['bugfix'],[],Sprint 6,Completed,2025-03-12,2025-03-25,2,DIS-6,FTE,CTB,EBSNF1-8783
DIS-2-11,CDF,TASK 400 for CDF,Description for Task 400 in CDF,Acceptance criteria for issue type Story in CDF with issue key DIS-2-11,Done,Hari,Naruto,Low,Story,2025-03-31,2025-01-29,['UI'],['API'],Sprint 3,Completed,2025-01-28,2025-02-10,2,DIS-2,FTE,CTB,CDF1-8783
DIS-3-23,CDF,Backlog 1 for CDF,Description for unassigned backlog 1 in CDF,Acceptance criteria for issue type Task in CDF with issue key DIS-3-23,To Do,Rishika,Tony,High,Task,2025-04-01,,['backend'],['UI'],,,,,5,DIS-3,FTE,RTB,CDF1-8784
DIS-2-12,CDF,Backlog 2 for CDF,Description for unassigned backlog 2 in CDF,Acceptance criteria for issue type Defect in CDF with issue key DIS-2-12,To Do,Rishika,Tony,Low,Defect,2025-03-19,,['frontend'],['Payment Service'],,,,,5,DIS-2,FTE,CTB,CDF1-8785
DIS-1-11,CDF,Backlog 3 for CDF,Description for unassigned backlog 3 in CDF,Acceptance criteria for issue type Defect in CDF with issue key DIS-1-11,To Do,Bob,Tony,Low,Defect,2025-03-22,,['UI'],[],,,,,8,DIS-1,FTC,RTB,CDF1-8783
DIS-1-12,CDF,Backlog 4 for CDF,Description for unassigned backlog 4 in CDF,Acceptance criteria for issue type Defect in CDF with issue key DIS-1-12,To Do,Rishika,Naruto,Low,Defect,2025-03-27,,['UI'],['API'],,,,,3,DIS-1,FTE,RTB,CDF1-8786
DIS-1-13,CDF,Backlog 5 for CDF,Description for unassigned backlog 5 in CDF,Acceptance criteria for issue type Task in CDF with issue key DIS-1-13,To Do,Hari,Tony,Medium,Task,2025-03-21,,['bugfix'],['Auth Service'],,,,,3,DIS-1,FTE,RTB,CDF1-8786
DIS-2-13,CDF,Backlog 6 for CDF,Description for unassigned backlog 6 in CDF,Acceptance criteria for issue type Task in CDF with issue key DIS-2-13,To Do,Bob,Naruto,High,Task,2025-04-05,,['bugfix'],['Auth Service'],,,,,1,DIS-2,FTC,CTB,CDF1-8786
DIS-4-21,CDF,Backlog 7 for CDF,Description for unassigned backlog 7 in CDF,Acceptance criteria for issue type Task in CDF with issue key DIS-4-21,To Do,Alice,Naruto,High,Task,2025-03-22,,[],['Auth Service'],,,,,5,DIS-4,FTC,CTB,CDF1-8786
DIS-1-14,CDF,Backlog 8 for CDF,Description for unassigned backlog 8 in CDF,Acceptance criteria for issue type Task in CDF with issue key DIS-1-14,To Do,Alice,Tony,High,Task,2025-04-09,,['bugfix'],[],,,,,1,DIS-1,FTC,RTB,CDF1-8783
DIS-1-15,CDF,Backlog 9 for CDF,Description for unassigned backlog 9 in CDF,Acceptance criteria for issue type Defect in CDF with issue key DIS-1-15,To Do,Apoorva,Tony,Low,Defect,2025-03-28,,['enhancement'],['UI'],,,,,1,DIS-1,FTE,RTB,CDF1-8786
DIS-3-24,CDF,Backlog 10 for CDF,Description for unassigned backlog 10 in CDF,Acceptance criteria for issue type Story in CDF with issue key DIS-3-24,To Do,Bob,Tony,High,Story,2025-03-17,,['enhancement'],['Auth Service'],,,,,8,DIS-3,FTC,RTB,CDF1-8783
DIS-5-18,EBSNF,Backlog 1 for EBSNF,Description for unassigned backlog 1 in EBSNF,Acceptance criteria for issue type Defect in EBSNF with issue key DIS-5-18,To Do,David,Hinata,Critical,Defect,2025-04-04,,['enhancement'],['UI'],,,,,8,DIS-5,FTC,RTB,EBSNF1-8785
DIS-6-22,EBSNF,Backlog 2 for EBSNF,Description for unassigned backlog 2 in EBSNF,Acceptance criteria for issue type Task in EBSNF with issue key DIS-6-22,To Do,Alok,Hinata,Critical,Task,2025-04-05,,['enhancement'],[],,,,,8,DIS-6,FTE,CTB,EBSNF1-8784
DIS-7-26,EBSNF,Backlog 3 for EBSNF,Description for unassigned backlog 3 in EBSNF,Acceptance criteria for issue type Story in EBSNF with issue key DIS-7-26,To Do,David,Zoro,Low,Story,2025-03-23,,['bugfix'],[],,,,,8,DIS-7,FTC,RTB,EBSNF1-8785
DIS-7-27,EBSNF,Backlog 4 for EBSNF,Description for unassigned backlog 4 in EBSNF,Acceptance criteria for issue type Defect in EBSNF with issue key DIS-7-27,To Do,David,Zoro,Medium,Defect,2025-04-02,,['bugfix'],[],,,,,5,DIS-7,FTC,RTB,EBSNF1-8786
DIS-6-23,EBSNF,Backlog 5 for EBSNF,Description for unassigned backlog 5 in EBSNF,Acceptance criteria for issue type Task in EBSNF with issue key DIS-6-23,To Do,Pavithra,Zoro,Low,Task,2025-03-21,,['enhancement'],['Database'],,,,,8,DIS-6,FTE,CTB,EBSNF1-8783
DIS-7-28,EBSNF,Backlog 6 for EBSNF,Description for unassigned backlog 6 in EBSNF,Acceptance criteria for issue type Story in EBSNF with issue key DIS-7-28,To Do,David,Hinata,High,Story,2025-04-09,,['frontend'],['API'],,,,,2,DIS-7,FTC,RTB,EBSNF1-8785
DIS-6-24,EBSNF,Backlog 7 for EBSNF,Description for unassigned backlog 7 in EBSNF,Acceptance criteria for issue type Task in EBSNF with issue key DIS-6-24,To Do,Apoorva,Hinata,Low,Task,2025-04-04,,['bugfix'],['UI'],,,,,2,DIS-6,FTE,CTB,EBSNF1-8783
DIS-7-29,EBSNF,Backlog 8 for EBSNF,Description for unassigned backlog 8 in EBSNF,Acceptance criteria for issue type Defect in EBSNF with issue key DIS-7-29,To Do,David,Hinata,Medium,Defect,2025-04-05,,['UI'],['Payment Service'],,,,,8,DIS-7,FTC,RTB,EBSNF1-8786
DIS-7-30,EBSNF,Backlog 9 for EBSNF,Description for unassigned backlog 9 in EBSNF,Acceptance criteria for issue type Defect in EBSNF with issue key DIS-7-30,To Do,Apoorva,Hinata,Critical,Defect,2025-03-24,,['backend'],['API'],,,,,3,DIS-7,FTE,RTB,EBSNF1-8786
DIS-5-19,EBSNF,Backlog 10 for EBSNF,Description for unassigned backlog 10 in EBSNF,Acceptance criteria for issue type Defect in EBSNF with issue key DIS-5-19,To Do,David,Hinata,Medium,Defect,2025-03-29,,['UI'],['Payment Service'],,,,,5,DIS-5,FTC,RTB,EBSNF1-8786
TES-2-35,TES1,Backlog 1 for TES1,Description for unassigned backlog 1 in TES1,Acceptance criteria for issue type Story in TES1 with issue key TES-2-35,To Do,David,Ishan,Medium,Story,2025-03-28,,['enhancement'],[],,,,,2,TES-2,FTC,RTB,TES1-8785
TES-1-36,TES1,Backlog 2 for TES1,Description for unassigned backlog 2 in TES1,Acceptance criteria for issue type Defect in TES1 with issue key TES-1-36,To Do,David,Ishan,High,Defect,2025-03-23,,['UI'],['API'],,,,,1,TES-1,FTC,CTB,TES1-8785
TES-1-37,TES1,Backlog 3 for TES1,Description for unassigned backlog 3 in TES1,Acceptance criteria for issue type Story in TES1 with issue key TES-1-37,To Do,Krithika,Shubman,Critical,Story,2025-03-27,,[],['Payment Service'],,,,,2,TES-1,FTE,CTB,TES1-8783
TES-1-38,TES1,Backlog 4 for TES1,Description for unassigned backlog 4 in TES1,Acceptance criteria for issue type Story in TES1 with issue key TES-1-38,To Do,Krithika,Ishan,High,Story,2025-03-27,,['UI'],['Auth Service'],,,,,3,TES-1,FTE,CTB,TES1-8786
TES-1-39,TES1,Backlog 5 for TES1,Description for unassigned backlog 5 in TES1,Acceptance criteria for issue type Story in TES1 with issue key TES-1-39,To Do,David,Shubman,Medium,Story,2025-04-09,,['enhancement'],['Database'],,,,,3,TES-1,FTC,CTB,TES1-8784
TES-1-40,TES1,Backlog 6 for TES1,Description for unassigned backlog 6 in TES1,Acceptance criteria for issue type Defect in TES1 with issue key TES-1-40,To Do,Sai,Shubman,High,Defect,2025-03-25,,['UI'],['UI'],,,,,1,TES-1,FTE,CTB,TES1-8783
TES-1-41,TES1,Backlog 7 for TES1,Description for unassigned backlog 7 in TES1,Acceptance criteria for issue type Defect in TES1 with issue key TES-1-41,To Do,Sai,Shubman,Critical,Defect,2025-04-01,,[],[],,,,,1,TES-1,FTE,CTB,TES1-8786
TES-2-36,TES1,Backlog 8 for TES1,Description for unassigned backlog 8 in TES1,Acceptance criteria for issue type Task in TES1 with issue key TES-2-36,To Do,David,Shubman,Critical,Task,2025-03-24,,['bugfix'],['UI'],,,,,5,TES-2,FTC,RTB,TES1-8784
TES-2-37,TES1,Backlog 9 for TES1,Description for unassigned backlog 9 in TES1,Acceptance criteria for issue type Task in TES1 with issue key TES-2-37,To Do,Krithika,Shubman,Critical,Task,2025-03-31,,['backend'],['Payment Service'],,,,,2,TES-2,FTE,RTB,TES1-8786
TES-2-38,TES1,Backlog 10 for TES1,Description for unassigned backlog 10 in TES1,Acceptance criteria for issue type Defect in TES1 with issue key TES-2-38,To Do,David,Shubman,Critical,Defect,2025-03-24,,['backend'],['UI'],,,,,5,TES-2,FTC,RTB,TES1-8783
TES-3-33,TES2,Backlog 1 for TES2,Description for unassigned backlog 1 in TES2,Acceptance criteria for issue type Task in TES2 with issue key TES-3-33,To Do,Seetha,Pradeep,Low,Task,2025-03-19,,['frontend'],['Payment Service'],,,,,5,TES-3,FTC,RTB,TES2-8783
TES-3-34,TES2,Backlog 2 for TES2,Description for unassigned backlog 2 in TES2,Acceptance criteria for issue type Task in TES2 with issue key TES-3-34,To Do,Seetha,Smrithi,Medium,Task,2025-04-06,,[],['API'],,,,,5,TES-3,FTC,RTB,TES2-8783
TES-4-25,TES2,Backlog 3 for TES2,Description for unassigned backlog 3 in TES2,Acceptance criteria for issue type Story in TES2 with issue key TES-4-25,To Do,Rachin,Smrithi,Medium,Story,2025-03-24,,['frontend'],['Payment Service'],,,,,1,TES-4,FTC,CTB,TES2-8784
TES-3-35,TES2,Backlog 4 for TES2,Description for unassigned backlog 4 in TES2,Acceptance criteria for issue type Task in TES2 with issue key TES-3-35,To Do,Rasheed,Pradeep,High,Task,2025-04-01,,[],['Database'],,,,,8,TES-3,FTE,RTB,TES2-8784
TES-3-36,TES2,Backlog 5 for TES2,Description for unassigned backlog 5 in TES2,Acceptance criteria for issue type Defect in TES2 with issue key TES-3-36,To Do,Rachin,Smrithi,Medium,Defect,2025-03-19,,['enhancement'],['Payment Service'],,,,,1,TES-3,FTC,RTB,TES2-8785
TES-4-26,TES2,Backlog 6 for TES2,Description for unassigned backlog 6 in TES2,Acceptance criteria for issue type Story in TES2 with issue key TES-4-26,To Do,Seetha,Smrithi,High,Story,2025-04-08,,['bugfix'],['API'],,,,,8,TES-4,FTC,CTB,TES2-8784
TES-3-37,TES2,Backlog 7 for TES2,Description for unassigned backlog 7 in TES2,Acceptance criteria for issue type Story in TES2 with issue key TES-3-37,To Do,Rasheed,Smrithi,High,Story,2025-04-09,,['bugfix'],[],,,,,5,TES-3,FTE,RTB,TES2-8786
TES-3-38,TES2,Backlog 8 for TES2,Description for unassigned backlog 8 in TES2,Acceptance criteria for issue type Story in TES2 with issue key TES-3-38,To Do,Rasheed,Smrithi,Medium,Story,2025-04-03,,['UI'],[],,,,,5,TES-3,FTE,RTB,TES2-8783
TES-3-39,TES2,Backlog 9 for TES2,Description for unassigned backlog 9 in TES2,Acceptance criteria for issue type Task in TES2 with issue key TES-3-39,To Do,Seetha,Smrithi,Medium,Task,2025-04-04,,['UI'],['Auth Service'],,,,,5,TES-3,FTC,RTB,TES2-8783
TES-4-27,TES2,Backlog 10 for TES2,Description for unassigned backlog 10 in TES2,Acceptance criteria for issue type Defect in TES2 with issue key TES-4-27,To Do,Rachin,Smrithi,Critical,Defect,2025-04-04,,['backend'],['Auth Service'],,,,,8,TES-4,FTC,CTB,TES2-8783
APS-1-38,APS1,Backlog 1 for APS1,Description for unassigned backlog 1 in APS1,Acceptance criteria for issue type Defect in APS1 with issue key APS-1-38,To Do,Nitish,Shreya,High,Defect,2025-04-03,,['enhancement'],['Auth Service'],,,,,5,APS-1,FTE,CTB,APS1-8785
APS-2-43,APS1,Backlog 2 for APS1,Description for unassigned backlog 2 in APS1,Acceptance criteria for issue type Defect in APS1 with issue key APS-2-43,To Do,Nitish,Shreya,High,Defect,2025-04-09,,['backend'],['Auth Service'],,,,,3,APS-2,FTE,RTB,APS1-8783
APS-2-44,APS1,Backlog 3 for APS1,Description for unassigned backlog 3 in APS1,Acceptance criteria for issue type Story in APS1 with issue key APS-2-44,To Do,Noor,Shreya,Critical,Story,2025-04-08,,['frontend'],['Payment Service'],,,,,1,APS-2,FTE,RTB,APS1-8783
